,UNICODE,CHARACTER,RADICAL
18035,U+9473,鑳,金 𡨄 口 龰
18036,U+9474,鑴,金 山 隹 &CDP-8C58; 口
18037,U+9475,鑵,金 艹 &C5-4A7B;
18038,U+9476,鑶,金 艹 爿 戈 臣
18039,U+9477,鑷,金 耳 耳 耳
18040,U+9478,鑸,金 田 田 田 土
18041,U+9479,鑹,金 穴 鼠
18042,U+947A,鑺,金 䀠 隹
18043,U+947B,鑻,金 木 㐅 㐅 木 大 手
18044,U+947C,鑼,金 ⺲ 糸 隹
18045,U+947D,鑽,金 ⺧ 儿 ⺧ 儿 貝
18046,U+947E,鑾,䜌 金
18047,U+947F,鑿,&MJ038948; 金
18048,U+9480,钀,金 虍 鬲 犬
18049,U+9481,钁,金 䀠 隹 又
18050,U+9482,钂,金 &GT-K05014; 黑
18051,U+9483,钃,金 㞑 ⺫ &CDP-8C4A;
18052,U+9484,钄,金 艹 門 柬
18053,U+9485,钅,钅
18054,U+9486,钆,钅 乚
18055,U+9487,钇,钅 乙
18056,U+9488,针,钅 十
18057,U+9489,钉,钅 丁
18058,U+948A,钊,钅 刂
18059,U+948B,钋,钅 卜
18060,U+948C,钌,钅 了
18061,U+948D,钍,钅 土
18062,U+948E,钎,钅 千
18063,U+948F,钏,钅 川
18064,U+9490,钐,钅 彡
18065,U+9491,钑,钅 及
18066,U+9492,钒,钅 几 丶
18067,U+9493,钓,钅 勹 丶
18068,U+9494,钔,钅 门
18069,U+9495,钕,钅 女
18070,U+9496,钖,钅 𠃓
18071,U+9497,钗,钅 又 丶
18072,U+9498,钘,钅 一 廾
18073,U+9499,钙,钅 丐
18074,U+949A,钚,钅 不
18075,U+949B,钛,钅 大 丶
18076,U+949C,钜,钅 巨
18077,U+949D,钝,钅 屯
18078,U+949E,钞,钅 小 丿
18079,U+949F,钟,钅 中
18080,U+94A0,钠,钅 内
18081,U+94A1,钡,钅 贝
18082,U+94A2,钢,钅 冂 㐅
18083,U+94A3,钣,钅 𠂆 又
18084,U+94A4,钤,钅 𠆢 𪜊
18085,U+94A5,钥,钅 月
18086,U+94A6,钦,钅 欠
18087,U+94A7,钧,钅 勹 冫
18088,U+94A8,钨,钅 &CDP-89DE; 一
18089,U+94A9,钩,钅 勹 厶
18090,U+94AA,钪,钅 亠 几
18091,U+94AB,钫,钅 方
18092,U+94AC,钬,钅 火
18093,U+94AD,钭,钅 斗
18094,U+94AE,钮,钅 &GT-00035;
18095,U+94AF,钯,钅 巴
18096,U+94B0,钰,钅 玉
18097,U+94B1,钱,钅 戋
18098,U+94B2,钲,钅 一 止
18099,U+94B3,钳,钅 甘
18100,U+94B4,钴,钅 十 口
18101,U+94B5,钵,钅 本
18102,U+94B6,钶,钅 &CDP-8974; 口
18103,U+94B7,钷,钅 匚 口
18104,U+94B8,钸,钅 𠂇 巾
18105,U+94B9,钹,钅 &CDP-8A66;
18106,U+94BA,钺,钅 戉
18107,U+94BB,钻,钅 ⺊ 囗
18108,U+94BC,钼,钅 目
18109,U+94BD,钽,钅 日 一
18110,U+94BE,钾,钅 甲
18111,U+94BF,钿,钅 田
18112,U+94C0,铀,钅 由
18113,U+94C1,铁,钅 丿 夫
18114,U+94C2,铂,钅 白
18115,U+94C3,铃,钅 𠆢 丶 龴
18116,U+94C4,铄,钅 乐
18117,U+94C5,铅,钅 𠘧 口
18118,U+94C6,铆,钅 &CDP-8D41; 卩
18119,U+94C7,铇,钅 勹 巳
18120,U+94C8,铈,钅 亠 巾
18121,U+94C9,铉,钅 玄
18122,U+94CA,铊,钅 宀 匕
18123,U+94CB,铋,钅 必
18124,U+94CC,铌,钅 尸 匕
18125,U+94CD,铍,钅 皮
18126,U+94CE,铎,钅 又 &CDP-8BF1;
18127,U+94CF,铏,钅 一 廾 刂
18128,U+94D0,铐,钅 耂 丂
18129,U+94D1,铑,钅 老
18130,U+94D2,铒,钅 耳
18131,U+94D3,铓,钅 艹 亡
18132,U+94D4,铔,钅 亚
18133,U+94D5,铕,钅 𠂇 月
18134,U+94D6,铖,钅 戊 𠃌
18135,U+94D7,铗,钅 夹
18136,U+94D8,铘,钅 &M-p39357;
18137,U+94D9,铙,钅 &CDP-89D9; 兀
18138,U+94DA,铚,钅 &I-GT-03877; 土
18139,U+94DB,铛,钅 ⺌ 彐
18140,U+94DC,铜,钅 𠔼 口
18141,U+94DD,铝,钅 口 口
18142,U+94DE,铞,钅 口 巾
18143,U+94DF,铟,钅 囗 大
18144,U+94E0,铠,钅 山 己
18145,U+94E1,铡,钅 贝 刂
18146,U+94E2,铢,钅 丿 未
18147,U+94E3,铣,钅 ⺧ 儿
18148,U+94E4,铤,钅 廴 𡈼
18149,U+94E5,铥,钅 丿 土 厶
18150,U+94E6,铦,钅 舌
18151,U+94E7,铧,钅 亻 𠤎 十
18152,U+94E8,铨,钅 𠆢 王
18153,U+94E9,铩,钅 㐅 木
18154,U+94EA,铪,钅 &CDP-8AFC; 口
18155,U+94EB,铫,钅 兆
18156,U+94EC,铬,钅 夂 口
18157,U+94ED,铭,钅 夕 口
18158,U+94EE,铮,钅 ⺈ &CDP-8BFE;
18159,U+94EF,铯,钅 色
18160,U+94F0,铰,钅 亠 父
18161,U+94F1,铱,钅 衣
18162,U+94F2,铲,钅 &CDP-8BAE; 厂
18163,U+94F3,铳,钅 亠 厶 儿
18164,U+94F4,铴,钅 氵 𠃓
18165,U+94F5,铵,钅 宀 女
18166,U+94F6,银,钅 艮
18167,U+94F7,铷,钅 女 口
18168,U+94F8,铸,钅 &CDP-897D; 寸
18169,U+94F9,铹,钅 𫇦 力
18170,U+94FA,铺,钅 甫
18171,U+94FB,铻,钅 五 口
18172,U+94FC,铼,钅 来
18173,U+94FD,铽,钅 &GT-K00233; 心
18174,U+94FE,链,钅 ⻌ 车
18175,U+94FF,铿,钅 &U-i001+81E4; 土
18176,U+9500,销,钅 ⺌ &CDP-8958;
18177,U+9501,锁,钅 ⺌ 贝
18178,U+9502,锂,钅 田 土
18179,U+9503,锃,钅 口 王
18180,U+9504,锄,钅 且 力
18181,U+9505,锅,钅 口 内
18182,U+9506,锆,钅 ⺧ 口
18183,U+9507,锇,钅 我
18184,U+9508,锈,钅 禾 乃
18185,U+9509,锉,钅 土 人 人
18186,U+950A,锊,钅 爫 寸
18187,U+950B,锋,钅 夂 丰
18188,U+950C,锌,钅 辛
18189,U+950D,锍,钅 㐬
18190,U+950E,锎,钅 𫔭
18191,U+950F,锏,钅 门 日
18192,U+9510,锐,钅 丶 丿 口 儿
18193,U+9511,锑,钅 丿 丶 丿 弔
18194,U+9512,锒,钅 丶 艮
18195,U+9513,锓,钅 𠬶
18196,U+9514,锔,钅 尸 &CDP-8C52;
18197,U+9515,锕,钅 ⻖ &CDP-8974; 口
18198,U+9516,锖,钅 青
18199,U+9517,锗,钅 耂 日
18200,U+9518,锘,钅 艹 𠂇 口
18201,U+9519,错,钅 龷 日
18202,U+951A,锚,钅 艹 田
18203,U+951B,锛,钅 大 十 廾
18204,U+951C,锜,钅 大 &CDP-8974; 口
18205,U+951D,锝,钅 㝵
18206,U+951E,锞,钅 果
18207,U+951F,锟,钅 日 比
18208,U+9520,锠,钅 日 曰
18209,U+9521,锡,钅 日 勹 &CDP-89A6;
18210,U+9522,锢,钅 囗 十 口
18211,U+9523,锣,钅 ⺲ 夕
18212,U+9524,锤,钅 垂
18213,U+9525,锥,钅 隹
18214,U+9526,锦,钅 白 巾
18215,U+9527,锧,钅 𠂆 十 贝
18216,U+9528,锨,钅 斤 欠
18217,U+9529,锩,钅 龹 己
18218,U+952A,锪,钅 勹 &CDP-89A6; 心
18219,U+952B,锫,钅 立 口
18220,U+952C,锬,钅 火 火
18221,U+952D,锭,钅 宀 𤴓
18222,U+952E,键,钅 廴 聿
18223,U+952F,锯,钅 尸 十 口
18224,U+9530,锰,钅 子 皿
18225,U+9531,锱,钅 巛 田
18226,U+9532,锲,钅 㓞 大
18227,U+9533,锳,钅 艹 央
18228,U+9534,锴,钅 比 白
18229,U+9535,锵,钅 &AJ1-02453;
18230,U+9536,锶,钅 田 心
18231,U+9537,锷,钅 口 口 一 丂
18232,U+9538,锸,钅 臿
18233,U+9539,锹,钅 禾 火
18234,U+953A,锺,钅 重
18235,U+953B,锻,钅 &CDP-8CE4; 几 又
18236,U+953C,锼,钅 𦥔 又
18237,U+953D,锽,钅 白 王
18238,U+953E,锾,钅 爫 一 𠂇 又
18239,U+953F,锿,钅 衣 口
18240,U+9540,镀,钅 广 &CDP-8C46;
18241,U+9541,镁,钅 𦍌 大
18242,U+9542,镂,钅 米 女
18243,U+9543,镃,钅 䒑 𢆶
18244,U+9544,镄,钅 弗 贝
18245,U+9545,镅,钅 𠃜 目
18246,U+9546,镆,钅 艹 日 大
18247,U+9547,镇,钅 十 &CDP-8BA5; &GT-K00059;
18248,U+9548,镈,钅 甫 寸
18249,U+9549,镉,钅 鬲
18250,U+954A,镊,钅 耳 又 又
18251,U+954B,镋,钅 &GT-K05014; 儿
18252,U+954C,镌,钅 隹 乃
18253,U+954D,镍,钅 自 木
18254,U+954E,镎,钅 &CDP-8AFC; 口 手
18255,U+954F,镏,钅 &CDP-8C69; 田
18256,U+9550,镐,钅 亠 口 冂 口
18257,U+9551,镑,钅 &CDP-8BEC; 方
18258,U+9552,镒,钅 &CDP-8CF0; 皿
18259,U+9553,镓,钅 宀 豕
18260,U+9554,镔,钅 宀 斤 &GT-K00264;
18261,U+9555,镕,钅 宀 谷
18262,U+9556,镖,钅 覀 示
18263,U+9557,镗,钅 &GT-K05014; 土
18264,U+9558,镘,钅 &CDP-8CBF; 又
18265,U+9559,镙,钅 田 糸
18266,U+955A,镚,钅 山 月 月
18267,U+955B,镛,钅 广 𬎾
18268,U+955C,镜,钅 音 儿
18269,U+955D,镝,钅 &CDP-8BAE; 𪞎
18270,U+955E,镞,钅 &U-i001+3AC3; 矢
18271,U+955F,镟,钅 &U-i001+3AC3; 疋
18272,U+9560,镠,钅 羽 㐱
18273,U+9561,镡,钅 覀 日 十
18274,U+9562,镢,钅 厂 䒑 屮 欠
18275,U+9563,镣,钅 𡗜 日 小
18276,U+9564,镤,钅 业 䒑 夫
18277,U+9565,镥,钅 鱼 日
18278,U+9566,镦,钅 亠 口 子 攵
18279,U+9567,镧,钅 门 柬
18280,U+9568,镨,钅 䒑 业 日
18281,U+9569,镩,钅 穴 串
18282,U+956A,镪,钅 弓 口 虫
18283,U+956B,镫,钅 癶 豆
18284,U+956C,镬,钅 艹 隹 又
18285,U+956D,镭,钅 雨 田
18286,U+956E,镮,钅 ⺫ &GT-K04958;
18287,U+956F,镯,钅 ⺫ &CDP-8C4A;
18288,U+9570,镰,钅 广 䒑 &CDP-8CDE;
18289,U+9571,镱,钅 音 心
18290,U+9572,镲,钅 宀 &CDP-8C4F; 示
18291,U+9573,镳,钅 鹿 灬
18292,U+9574,镴,钅 巛 囗 人 &CDP-8D46;
18293,U+9575,镵,钅 㲋 ⺈ &CDP-8BCB; 丶
18294,U+9576,镶,钅 衣 &CDP-8CA3;
18295,U+9577,長,長
18296,U+9578,镸,镸
18297,U+9579,镹,镸 久
18298,U+957A,镺,镸 丿 大
18299,U+957B,镻,镸 丿 夫
18300,U+957C,镼,镸 尸 屮 凵
18301,U+957D,镽,镸 𡗜 日 小
18302,U+957E,镾,镸 一 &CDP-88D6;
18303,U+957F,长,长
18304,U+9580,門,門
18305,U+9581,閁,門 丿
18306,U+9582,閂,門 一
18307,U+9583,閃,門 人
18308,U+9584,閄,門 人
18309,U+9585,閅,門 丁
18310,U+9586,閆,門 三
18311,U+9587,閇,門 下
18312,U+9588,閈,門 干
18313,U+9589,閉,門 才
18314,U+958A,閊,門 山
18315,U+958B,開,門 一 廾
18316,U+958C,閌,門 亠 几
18317,U+958D,閍,門 方
18318,U+958E,閎,門 𠂇 厶
18319,U+958F,閏,門 王
18320,U+9590,閐,門 毛
18321,U+9591,閑,門 木
18322,U+9592,閒,門 月
18323,U+9593,間,門 日
18324,U+9594,閔,門 文
18325,U+9595,閕,門 牙
18326,U+9596,閖,門 水
18327,U+9597,閗,門 斗
18328,U+9598,閘,門 甲
18329,U+9599,閙,門 亠 巾
18330,U+959A,閚,門 立
18331,U+959B,閛,門 平
18332,U+959C,閜,門 &CDP-8974; 口
18333,U+959D,閝,門 𠆢 丶 龴
18334,U+959E,閞,門 厶 廾
18335,U+959F,閟,門 必
18336,U+95A0,閠,門 玉
18337,U+95A1,閡,門 亠 &GT-00154; 人
18338,U+95A2,関,門 丶 丿 一 大
18339,U+95A3,閣,門 夂 口
18340,U+95A4,閤,門 &CDP-8AFC; 口
18341,U+95A5,閥,門 亻 戈
18342,U+95A6,閦,門 人 人 人
18343,U+95A7,閧,門 龷 &GT-K00059;
18344,U+95A8,閨,門 土 土
18345,U+95A9,閩,門 虫
18346,U+95AA,閪,門 西
18347,U+95AB,閫,門 囗 木
18348,U+95AC,閬,門 丶 艮
18349,U+95AD,閭,門 口 口
18350,U+95AE,閮,門 廴 𡈼
18351,U+95AF,閯,門 氵 小 丿
18352,U+95B0,閰,門 臼
18353,U+95B1,閱,門 八 口 儿
18354,U+95B2,閲,門 丶 丿 口 儿
18355,U+95B3,閳,門 車
18356,U+95B4,閴,門 貝
18357,U+95B5,閵,門 隹
18358,U+95B6,閶,門 日 曰
18359,U+95B7,閷,㐅 木 門 人
18360,U+95B8,閸,門 亞
18361,U+95B9,閹,門 大 电
18362,U+95BA,閺,門 日 文
18363,U+95BB,閻,門 ⺈ 臼
18364,U+95BC,閼,門 方 𠆢 &CDP-8971;
18365,U+95BD,閽,門 氏 日
18366,U+95BE,閾,門 戈 &CDP-8BE2;
18367,U+95BF,閿,門 &CDP-8BB8; 又
18368,U+95C0,闀,門 龷 &GT-K00059; 巳
18369,U+95C1,闁,門 門
18370,U+95C2,闂,門 龹 㔾
18371,U+95C3,闃,門 目 犬
18372,U+95C4,闄,門 覀 女
18373,U+95C5,闅,門 𥄎
18374,U+95C6,闆,門 口 口 口
18375,U+95C7,闇,門 音
18376,U+95C8,闈,門 韋
18377,U+95C9,闉,門 覀 土
18378,U+95CA,闊,門 氵 舌
18379,U+95CB,闋,門 癶 一 大
18380,U+95CC,闌,門 柬
18381,U+95CD,闍,門 耂 日
18382,U+95CE,闎,門 白 水
18383,U+95CF,闏,門 風
18384,U+95D0,闐,門 十 &CDP-8BA5; &GT-K00059;
18385,U+95D1,闑,門 自 木
18386,U+95D2,闒,門 𦐇
18387,U+95D3,闓,門 山 豆
18388,U+95D4,闔,門 土 厶 皿
18389,U+95D5,闕,門 䒑 屮 欠
18390,U+95D6,闖,門 馬
18391,U+95D7,闗,門 &CDP-8CE2;
18392,U+95D8,闘,門 豆 寸
18393,U+95D9,闙,門 户 口 攵
18394,U+95DA,闚,門 夫 見
18395,U+95DB,闛,門 &GT-K05014; 土
18396,U+95DC,關,門 𢇇
18397,U+95DD,闝,門 貝 攵
18398,U+95DE,闞,門 &CDP-8C5B; 攵
18399,U+95DF,闟,門 &CDP-8AFC; 口 羽
18400,U+95E0,闠,門 𠀐 貝
18401,U+95E1,闡,門 口 口 &CDP-8BD9;
18402,U+95E2,闢,門 𡰪 辛
18403,U+95E3,闣,門 &GT-K05014; 田
18404,U+95E4,闤,門 ⺫ &GT-K04958;
18405,U+95E5,闥,門 辶 𦍒
18406,U+95E6,闦,門 曲 豆
18407,U+95E7,闧,門 辶 𠮷 &CDP-8B67;
18408,U+95E8,门,门
18409,U+95E9,闩,门 一
18410,U+95EA,闪,门 人
18411,U+95EB,闫,门 三
18412,U+95EC,闬,门 干
18413,U+95ED,闭,门 才
18414,U+95EE,问,门 口
18415,U+95EF,闯,门 马
18416,U+95F0,闰,门 王
18417,U+95F1,闱,门 韦
18418,U+95F2,闲,门 木
18419,U+95F3,闳,门 𠂇 厶
18420,U+95F4,间,门 日
18421,U+95F5,闵,门 文
18422,U+95F6,闶,门 亠 几
18423,U+95F7,闷,门 心
18424,U+95F8,闸,门 甲
18425,U+95F9,闹,门 亠 巾
18426,U+95FA,闺,门 土 土
18427,U+95FB,闻,门 耳
18428,U+95FC,闼,门 辶 大
18429,U+95FD,闽,门 虫
18430,U+95FE,闾,门 口 口
18431,U+95FF,闿,门 山 己
18432,U+9600,阀,门 亻 戈
18433,U+9601,阁,门 夂 口
18434,U+9602,阂,门 亠 &GT-00154; 人
18435,U+9603,阃,门 囗 木
18436,U+9604,阄,门 龟
18437,U+9605,阅,门 丶 丿 口 儿
18438,U+9606,阆,门 丶 艮
18439,U+9607,阇,门 耂 日
18440,U+9608,阈,门 戈 &CDP-8BE2;
18441,U+9609,阉,门 大 电
18442,U+960A,阊,门 日 曰
18443,U+960B,阋,门 臼 儿
18444,U+960C,阌,门 &CDP-8BB8; 又
18445,U+960D,阍,门 氏 日
18446,U+960E,阎,门 ⺈ 臼
18447,U+960F,阏,门 方 𠆢 &CDP-8971;
18448,U+9610,阐,门 丶 丿 &CDP-8BD9;
18449,U+9611,阑,门 柬
18450,U+9612,阒,门 目 犬
18451,U+9613,阓,门 𠀐 贝
18452,U+9614,阔,门 氵 舌
18453,U+9615,阕,门 癶 一 大
18454,U+9616,阖,门 土 厶 皿
18455,U+9617,阗,门 十 &CDP-8BA5; &GT-K00059;
18456,U+9618,阘,门 𦐇
18457,U+9619,阙,门 䒑 屮 欠
18458,U+961A,阚,门 &CDP-8C5B; 攵
18459,U+961B,阛,门 ⺫ &GT-K04958;
18460,U+961C,阜,阜
18461,U+961D,阝,阝
18462,U+961E,阞,⻖ 力
18463,U+961F,队,⻖ 人
18464,U+9620,阠,⻖ ⺄ 十
18465,U+9621,阡,⻖ 千
18466,U+9622,阢,⻖ 兀
18467,U+9623,阣,⻖ 𠂉 乙
18468,U+9624,阤,⻖ 也
18469,U+9625,阥,⻖ 水
18470,U+9626,阦,⻖ 火
18471,U+9627,阧,⻖ 斗
18472,U+9628,阨,⻖ 厂 㔾
18473,U+9629,阩,⻖ 丿 廾
18474,U+962A,阪,⻖ 𠂆 又
18475,U+962B,阫,⻖ 不
18476,U+962C,阬,⻖ 亠 几
18477,U+962D,阭,⻖ 厶 儿
18478,U+962E,阮,⻖ 一 兀
18479,U+962F,阯,⻖ 止
18480,U+9630,阰,⻖ 比
18481,U+9631,阱,⻖ 井
18482,U+9632,防,⻖ 方
18483,U+9633,阳,⻖ 日
18484,U+9634,阴,⻖ 月
18485,U+9635,阵,⻖ 车
18486,U+9636,阶,⻖ 𠆢 &CDP-89AB;
18487,U+9637,阷,⻖ 一 止
18488,U+9638,阸,⻖ 户 乙
18489,U+9639,阹,⻖ 土 厶
18490,U+963A,阺,⻖ 氏 丶
18491,U+963B,阻,⻖ 且
18492,U+963C,阼,⻖ 乍
18493,U+963D,阽,⻖ ⺊ 囗
18494,U+963E,阾,⻖ 𠆢 丶 龴
18495,U+963F,阿,⻖ &CDP-8974; 口
18496,U+9640,陀,⻖ 宀 匕
18497,U+9641,陁,⻖ 㐌
18498,U+9642,陂,⻖ 皮
18499,U+9643,陃,⻖ 一 内
18500,U+9644,附,⻖ 亻 寸
18501,U+9645,际,⻖ 示
18502,U+9646,陆,⻖ &CDP-8BF1; 凵
18503,U+9647,陇,⻖ 龙
18504,U+9648,陈,⻖ 东
18505,U+9649,陉,⻖ 𢀖
18506,U+964A,陊,⻖ 夕 夕
18507,U+964B,陋,⻖ 𠃊 一 内
18508,U+964C,陌,⻖ 一 白
18509,U+964D,降,⻖ 夂 㐄
18510,U+964E,陎,⻖ 丿 未
18511,U+964F,陏,⻖ 𠂇 月
18512,U+9650,限,⻖ 艮
18513,U+9651,陑,⻖ 而
18514,U+9652,陒,⻖ ⺈ 厂 㔾
18515,U+9653,陓,⻖ 大 一 丂
18516,U+9654,陔,⻖ 亠 &GT-00154; 人
18517,U+9655,陕,⻖ 夹
18518,U+9656,陖,⻖ 厶 &GT-K00059; 夂
18519,U+9657,陗,⻖ ⺌ &CDP-8958;
18520,U+9658,陘,⻖ 一 巛 工
18521,U+9659,陙,⻖ 辰
18522,U+965A,陚,⻖ &CDP-8CB8; 止
18523,U+965B,陛,⻖ 比 土
18524,U+965C,陜,⻖ 夾
18525,U+965D,陝,⻖ 㚒
18526,U+965E,陞,⻖ 𡉼
18527,U+965F,陟,⻖ 止 𣥂
18528,U+9660,陠,⻖ 甫
18529,U+9661,陡,⻖ 土 龰
18530,U+9662,院,⻖ 宀 一 兀
18531,U+9663,陣,⻖ 車
18532,U+9664,除,⻖ &CDP-8AFC; 朩
18533,U+9665,陥,⻖ &GT-K03318;
18534,U+9666,陦,⻖ &CDP-897D; 寸
18535,U+9667,陧,⻖ 日 土
18536,U+9668,陨,⻖ 口 贝
18537,U+9669,险,⻖ &CDP-8AFC; 𭕄 一
18538,U+966A,陪,⻖ 立 口
18539,U+966B,陫,⻖ 非
18540,U+966C,陬,⻖ 耳 又
18541,U+966D,陭,⻖ 大 &CDP-8974; 口
18542,U+966E,陮,⻖ 隹
18543,U+966F,陯,⻖ &CDP-8AFC; 𠕁
18544,U+9670,陰,⻖ 𠆢 𪜊 二 厶
18545,U+9671,陱,⻖ 勹 米
18546,U+9672,陲,⻖ 垂
18547,U+9673,陳,⻖ 東
18548,U+9674,陴,⻖ &CDP-89BE; 十
18549,U+9675,陵,⻖ 土 &GT-K00059; 夂
18550,U+9676,陶,⻖ 勹 缶
18551,U+9677,陷,⻖ ⺈ 臼
18552,U+9678,陸,⻖ 土 儿 土
18553,U+9679,陹,⻖ 丿 廾 日
18554,U+967A,険,⻖ 㑒
18555,U+967B,陻,⻖ 覀 土
18556,U+967C,陼,⻖ 耂 日
18557,U+967D,陽,⻖ 日 一 勹 &CDP-89A6;
18558,U+967E,陾,⻖ 而 大
18559,U+967F,陿,⻖ 匚 夾
18560,U+9680,隀,⻖ 重
18561,U+9681,隁,⻖ 匚 日 女
18562,U+9682,隂,⻖ 𠆢 镸
18563,U+9683,隃,⻖ &CDP-8AFC; 月 刂
18564,U+9684,隄,⻖ 日 𤴓
18565,U+9685,隅,⻖ 禺
18566,U+9686,隆,⻖ &HD-IA-2D6B;
18567,U+9687,隇,⻖ 戊 一 女
18568,U+9688,隈,⻖ 田 一 &CDP-8CC6;
18569,U+9689,隉,⻖ &CDP-8DB4;
18570,U+968A,隊,⻖ 㒸
18571,U+968B,隋,⻖ &CDP-8CA9;
18572,U+968C,隌,⻖ 音
18573,U+968D,隍,⻖ 白 王
18574,U+968E,階,⻖ 比 白
18575,U+968F,随,⻖ 辶 𠂇 月
18576,U+9690,隐,⻖ ⺈ &G0-6566; 心
18577,U+9691,隑,⻖ 山 豆
18578,U+9692,隒,⻖ 䒑 &CDP-8CDE;
18579,U+9693,隓,⻖ 𢀡
18580,U+9694,隔,⻖ 鬲
18581,U+9695,隕,⻖ 口 貝
18582,U+9696,隖,⻖ &CDP-89DF; 灬
18583,U+9697,隗,⻖ 鬼
18584,U+9698,隘,⻖ &CDP-8CF0; 皿
18585,U+9699,隙,⻖ 𡭴
18586,U+969A,隚,⻖ &GT-K05014; 土
18587,U+969B,際,⻖ &CDP-8C4F; 示
18588,U+969C,障,⻖ 立 日 十
18589,U+969D,隝,⻖ 鳥
18590,U+969E,隞,⻖ &CDP-8DB2; 攵
18591,U+969F,隟,⻖ 巛 果
18592,U+96A0,隠,⻖ 爫 彐 心
18593,U+96A1,隡,⻖ &CDP-8BAE; 厂 生
18594,U+96A2,隢,⻖ 土 土 土 兀
18595,U+96A3,隣,⻖ 米 舛
18596,U+96A4,隤,⻖ 𠀐 貝
18597,U+96A5,隥,⻖ 癶 豆
18598,U+96A6,隦,⻖ 𡰪 辛
18599,U+96A7,隧,⻖ 辶 㒸
18600,U+96A8,隨,⻖ 辶 &CDP-8CA9;
18601,U+96A9,隩,⻖ &CDP-8D7C; 大
18602,U+96AA,險,⻖ &CDP-8AFC; 口 口 人 人
18603,U+96AB,隫,⻖ 十 廾 貝
18604,U+96AC,隬,⻖ 一 &CDP-88D6;
18605,U+96AD,隭,⻖ 雨 而
18606,U+96AE,隮,⻖ 齊
18607,U+96AF,隯,⻖ &CDP-8D53; 一 口 寸
18608,U+96B0,隰,⻖ 㬎
18609,U+96B1,隱,⻖ &C4-4343;
18610,U+96B2,隲,⻖ 小 丿 馬
18611,U+96B3,隳,⻖ &CDP-8CA9; 𠇍
18612,U+96B4,隴,⻖ 龍
18613,U+96B5,隵,⻖ 䖒 戈
18614,U+96B6,隶,隶
18615,U+96B7,隷,&CDP-8C6A; 隶
18616,U+96B8,隸,木 示 隶
18617,U+96B9,隹,隹
18618,U+96BA,隺,隺
18619,U+96BB,隻,隹 又
18620,U+96BC,隼,隹 十
18621,U+96BD,隽,隹 乃
18622,U+96BE,难,又 隹
18623,U+96BF,隿,弋 隹
18624,U+96C0,雀,小 隹
18625,U+96C1,雁,厂 亻 隹
18626,U+96C2,雂,𠆢 𪜊 隹
18627,U+96C3,雃,一 廾 隹
18628,U+96C4,雄,𠂇 厶 隹
18629,U+96C5,雅,牙 隹
18630,U+96C6,集,隹 木
18631,U+96C7,雇,户 隹
18632,U+96C8,雈,⻀ 隹
18633,U+96C9,雉,矢 隹
18634,U+96CA,雊,勹 口 隹
18635,U+96CB,雋,隹 &CDP-8DDF;
18636,U+96CC,雌,止 匕 隹
18637,U+96CD,雍,亠 &CDP-8DB5;
18638,U+96CE,雎,且 隹
18639,U+96CF,雏,⺈ &G0-6566; 隹
18640,U+96D0,雐,虍 隹
18641,U+96D1,雑,九 木 隹
18642,U+96D2,雒,夂 口 隹
18643,U+96D3,雓,&CDP-8AFC; 朩 隹
18644,U+96D4,雔,隹 隹
18645,U+96D5,雕,⺆ 𠮷 隹
18646,U+96D6,雖,口 虫 隹
18647,U+96D7,雗,𠦝 𠂉 隹
18648,U+96D8,雘,丹 艹 隹 又
18649,U+96D9,雙,隹 隹 又
18650,U+96DA,雚,艹 &C5-4A7B;
18651,U+96DB,雛,&CDP-8D65; &CDP-8D65; 隹
18652,U+96DC,雜,&CDP-8D4F; 隹
18653,U+96DD,雝,巛 邑 隹
18654,U+96DE,雞,&CDP-8CC5; 大 隹
18655,U+96DF,雟,屮 隹 &CDP-8C58; 口
18656,U+96E0,雠,隹 讠 隹
18657,U+96E1,雡,羽 㐱 隹
18658,U+96E2,離,㐫 禸 隹
18659,U+96E3,難,&CDP-8BD3; 隹
18660,U+96E4,雤,𦥯 隹
18661,U+96E5,雥,隹 隹 隹
18662,U+96E6,雦,隹 隹 隹
18663,U+96E7,雧,隹 隹 隹 木
18664,U+96E8,雨,雨
18665,U+96E9,雩,雨 一 丂
18666,U+96EA,雪,雨 彐
18667,U+96EB,雫,雨 下
18668,U+96EC,雬,雨 木
18669,U+96ED,雭,雨 及
18670,U+96EE,雮,雨 毛
18671,U+96EF,雯,雨 文
18672,U+96F0,雰,雨 八 刀
18673,U+96F1,雱,雨 方
18674,U+96F2,雲,雨 二 厶
18675,U+96F3,雳,雨 厂 力
18676,U+96F4,雴,雨 立
18677,U+96F5,雵,雨 央
18678,U+96F6,零,雨 𠆢 丶 龴
18679,U+96F7,雷,雨 田
18680,U+96F8,雸,雨 甘
18681,U+96F9,雹,雨 勹 巳
18682,U+96FA,雺,雨 矛
18683,U+96FB,電,雨 &CDP-8BE8;
18684,U+96FC,雼,雨 石
18685,U+96FD,雽,雨 乎
18686,U+96FE,雾,雨 夂 力
18687,U+96FF,雿,雨 兆
18688,U+9700,需,雨 而
18689,U+9701,霁,雨 齐
18690,U+9702,霂,雨 氵 木
18691,U+9703,霃,雨 氵 冘
18692,U+9704,霄,雨 ⺌ &CDP-8958;
18693,U+9705,霅,雨 言
18694,U+9706,霆,雨 廴 𡈼
18695,U+9707,震,雨 辰
18696,U+9708,霈,雨 氵 巿
